usia,tinggi,bmi,berat,jk,dosis_mg_per_kg,dosis_mg,exposure_index,exposure_category
18,150,16,36.0,L,0.5,18.0,3.6638097424419493,LOW_EXPOSURE
18,150,16,36.0,L,1,36.0,4.867774781872519,LOW_EXPOSURE
18,150,16,36.0,L,3,108.0,6.931702692640078,LOW_EXPOSURE
18,150,16,36.0,L,5,180.0,7.92538595728791,LOW_EXPOSURE
18,150,16,36.0,L,8,288.0,8.849453998460657,MODERATE_EXPOSURE
18,150,16,36.0,L,10,360.0,9.290394143744901,MODERATE_EXPOSURE
18,150,16,36.0,L,15,540.0,10.09416839508454,MODERATE_EXPOSURE
18,150,16,36.0,L,30,1080.0,11.47327602332452,HIGH_EXPOSURE
18,150,16,36.0,L,50,1800.0,12.492043896654714,HIGH_EXPOSURE
18,150,16,36.0,P,0.5,18.0,3.645085736258182,LOW_EXPOSURE
18,150,16,36.0,P,1,36.0,4.846731364011555,LOW_EXPOSURE
18,150,16,36.0,P,3,108.0,6.908742486232756,LOW_EXPOSURE
18,150,16,36.0,P,5,180.0,7.901997169955879,LOW_EXPOSURE
18,150,16,36.0,P,8,288.0,8.825816623555522,MODERATE_EXPOSURE
18,150,16,36.0,P,10,360.0,9.266672661493795,MODERATE_EXPOSURE
18,150,16,36.0,P,15,540.0,10.070333781561935,MODERATE_EXPOSURE
18,150,16,36.0,P,30,1080.0,11.44932713313975,HIGH_EXPOSURE
18,150,16,36.0,P,50,1800.0,12.468048971100565,HIGH_EXPOSURE
18,150,18.5,41.6,L,0.5,20.8,3.7049026424104183,LOW_EXPOSURE
18,150,18.5,41.6,L,1,41.6,4.91193695254209,LOW_EXPOSURE
18,150,18.5,41.6,L,3,124.9,6.978241499786524,LOW_EXPOSURE
18,150,18.5,41.6,L,5,208.1,7.972438647384003,LOW_EXPOSURE
18,150,18.5,41.6,L,8,333.0,8.896802007209446,MODERATE_EXPOSURE
18,150,18.5,41.6,L,10,416.2,9.337841622941859,MODERATE_EXPOSURE
18,150,18.5,41.6,L,15,624.4,10.141749316903407,MODERATE_EXPOSURE
18,150,18.5,41.6,L,30,1248.8,11.520991330500344,HIGH_EXPOSURE
18,150,18.5,41.6,L,50,2081.2,12.539813224642018,HIGH_EXPOSURE
18,150,18.5,41.6,P,0.5,20.8,3.6868941185435133,LOW_EXPOSURE
18,150,18.5,41.6,P,1,41.6,4.891790530613606,LOW_EXPOSURE
18,150,18.5,41.6,P,3,124.9,6.956337519314161,LOW_EXPOSURE
18,150,18.5,41.6,P,5,208.1,7.950142759681925,LOW_EXPOSURE
18,150,18.5,41.6,P,8,333.0,8.874278977138262,MODERATE_EXPOSURE
18,150,18.5,41.6,P,10,416.2,9.315241769899785,MODERATE_EXPOSURE
18,150,18.5,41.6,P,15,624.4,10.119046153345515,MODERATE_EXPOSURE
18,150,18.5,41.6,P,30,1248.8,11.498183836776256,HIGH_EXPOSURE
18,150,18.5,41.6,P,50,2081.2,12.51696370985675,HIGH_EXPOSURE
18,150,22,49.5,L,0.5,24.8,3.7528686395911266,LOW_EXPOSURE
18,150,22,49.5,L,1,49.5,4.963392500113691,LOW_EXPOSURE
18,150,22,49.5,L,3,148.5,7.032392873321443,LOW_EXPOSURE
18,150,22,49.5,L,5,247.5,8.027172217563262,LOW_EXPOSURE
18,150,22,49.5,L,8,396.0,8.951870042381216,MODERATE_EXPOSURE
18,150,22,49.5,L,10,495.0,9.393022295575312,MODERATE_EXPOSURE
18,150,22,49.5,L,15,742.5,10.197081081538371,MODERATE_EXPOSURE
18,150,22,49.5,L,30,1485.0,11.576475237695846,HIGH_EXPOSURE
18,150,22,49.5,L,50,2475.0,12.595358285999758,HIGH_EXPOSURE
18,150,22,49.5,P,0.5,24.8,3.7355356836144558,LOW_EXPOSURE
18,150,22,49.5,P,1,49.5,4.944121359819079,LOW_EXPOSURE
18,150,22,49.5,P,3,148.5,7.011539397506305,LOW_EXPOSURE
18,150,22,49.5,P,5,247.5,8.005967171947164,LOW_EXPOSURE
18,150,22,49.5,P,8,396.0,8.93046143690436,MODERATE_EXPOSURE
18,150,22,49.5,P,10,495.0,9.371544876564188,MODERATE_EXPOSURE
18,150,22,49.5,P,15,742.5,10.175511149517451,MODERATE_EXPOSURE
18,150,22,49.5,P,30,1485.0,11.554811910330386,HIGH_EXPOSURE
18,150,22,49.5,P,50,2475.0,12.57365735048855,HIGH_EXPOSURE
18,150,25,56.2,L,0.5,28.1,3.7873191585468553,LOW_EXPOSURE
18,150,25,56.2,L,1,56.2,5.000293855421559,LOW_EXPOSURE
18,150,25,56.2,L,3,168.8,7.071184246272345,LOW_EXPOSURE
18,150,25,56.2,L,5,281.2,8.06637138708799,LOW_EXPOSURE
18,150,25,56.2,L,8,450.0,8.991303426141823,MODERATE_EXPOSURE
18,150,25,56.2,L,10,562.5,9.432534545596944,MODERATE_EXPOSURE
18,150,25,56.2,L,15,843.8,10.23669911505117,MODERATE_EXPOSURE
18,150,25,56.2,L,30,1687.5,11.616199781208039,HIGH_EXPOSURE
18,150,25,56.2,L,50,2812.5,12.635125638979495,HIGH_EXPOSURE
18,150,25,56.2,P,0.5,28.1,3.7703491493025036,LOW_EXPOSURE
18,150,25,56.2,P,1,56.2,4.981520675336011,LOW_EXPOSURE
18,150,25,56.2,P,3,168.8,7.050947342433897,LOW_EXPOSURE
18,150,25,56.2,P,5,281.2,8.045810220284649,LOW_EXPOSURE
18,150,25,56.2,P,8,450.0,8.970554662850466,MODERATE_EXPOSURE
18,150,25,56.2,P,10,562.5,9.411722390253054,MODERATE_EXPOSURE
18,150,25,56.2,P,15,843.8,10.21580175517457,MODERATE_EXPOSURE
18,150,25,56.2,P,30,1687.5,11.595216427140308,HIGH_EXPOSURE
18,150,25,56.2,P,50,2812.5,12.614107663533957,HIGH_EXPOSURE
18,150,28,63.0,L,0.5,31.5,3.81704491634271,LOW_EXPOSURE
18,150,28,63.0,L,1,63.0,5.032102289352464,LOW_EXPOSURE
18,150,28,63.0,L,3,189.0,7.104597131755874,LOW_EXPOSURE
18,150,28,63.0,L,5,315.0,8.100130270523858,LOW_EXPOSURE
18,150,28,63.0,L,8,504.0,9.025261000976545,MODERATE_EXPOSURE
18,150,28,63.0,L,10,630.0,9.466559020372937,MODERATE_EXPOSURE
18,150,28,63.0,L,15,945.0,10.270813319052934,MODERATE_EXPOSURE
18,150,28,63.0,L,30,1890.0,11.650404326268943,HIGH_EXPOSURE
18,150,28,63.0,L,50,3150.0,12.669366493491726,HIGH_EXPOSURE
18,150,28,63.0,P,0.5,31.5,3.800295859501092,LOW_EXPOSURE
18,150,28,63.0,P,1,63.0,5.013660734956941,LOW_EXPOSURE
18,150,28,63.0,P,3,189.0,7.084789271633191,LOW_EXPOSURE
18,150,28,63.0,P,5,315.0,8.080020585201463,LOW_EXPOSURE
18,150,28,63.0,P,8,504.0,9.004976836821182,MODERATE_EXPOSURE
18,150,28,63.0,P,10,630.0,9.446215919257607,MODERATE_EXPOSURE
18,150,28,63.0,P,15,945.0,10.250391019171543,MODERATE_EXPOSURE
18,150,28,63.0,P,30,1890.0,11.629902114150152,HIGH_EXPOSURE
18,150,28,63.0,P,50,3150.0,12.648832114398914,HIGH_EXPOSURE
18,150,30,67.5,L,0.5,33.8,3.8347044835124384,LOW_EXPOSURE
18,150,30,67.5,L,1,67.5,5.050987289449399,LOW_EXPOSURE
18,150,30,67.5,L,3,202.5,7.1244256983466645,LOW_EXPOSURE
18,150,30,67.5,L,5,337.5,8.120162262629432,LOW_EXPOSURE
18,150,30,67.5,L,8,540.0,9.045409802857465,MODERATE_EXPOSURE
18,150,30,67.5,L,10,675.0,9.486747151021811,MODERATE_EXPOSURE
18,150,30,67.5,L,15,1012.5,10.29105419811063,MODERATE_EXPOSURE
18,150,30,67.5,L,30,2025.0,11.670698312119711,HIGH_EXPOSURE
18,150,30,67.5,L,50,3375.0,12.689681823408812,HIGH_EXPOSURE
18,150,30,67.5,P,0.5,33.8,3.8180430127995573,LOW_EXPOSURE
18,150,30,67.5,P,1,67.5,5.03269648212625,LOW_EXPOSURE
18,150,30,67.5,P,3,202.5,7.104824293033557,LOW_EXPOSURE
18,150,30,67.5,P,5,337.5,8.100271870354801,LOW_EXPOSURE
18,150,30,67.5,P,8,540.0,9.025352438050339,MODERATE_EXPOSURE
18,150,30,67.5,P,10,675.0,9.466633398692585,MODERATE_EXPOSURE
18,150,30,67.5,P,15,1012.5,10.270864683905131,MODERATE_EXPOSURE
18,150,30,67.5,P,30,2025.0,11.650432366245562,HIGH_EXPOSURE
18,150,30,67.5,P,50,3375.0,12.669385115182934,HIGH_EXPOSURE
18,150,33,74.2,L,0.5,37.1,3.8584772818830353,LOW_EXPOSURE
18,150,33,74.2,L,1,74.2,5.076398695018888,LOW_EXPOSURE
18,150,33,74.2,L,3,222.8,7.151098549067957,LOW_EXPOSURE
18,150,33,74.2,L,5,371.2,8.147107042620853,LOW_EXPOSURE
18,150,33,74.2,L,8,594.0,9.072510723841749,MODERATE_EXPOSURE
18,150,33,74.2,L,10,742.5,9.513900642469675,MODERATE_EXPOSURE
18,150,33,74.2,L,15,1113.8,10.3182781973487,MODERATE_EXPOSURE
18,150,33,74.2,L,30,2227.5,11.697993297490488,HIGH_EXPOSURE
18,150,33,74.2,L,50,3712.5,12.717005338503274,HIGH_EXPOSURE
18,150,33,74.2,P,0.5,37.1,3.841879149716438,LOW_EXPOSURE
18,150,33,74.2,P,1,74.2,5.058253206107554,LOW_EXPOSURE
18,150,33,74.2,P,3,222.8,7.131714927306351,LOW_EXPOSURE
18,150,33,74.2,P,5,371.2,8.127451145528198,LOW_EXPOSURE
18,150,33,74.2,P,8,594.0,9.052697626554457,MODERATE_EXPOSURE
18,150,33,74.2,P,10,742.5,9.494034476929638,MODERATE_EXPOSURE
18,150,33,74.2,P,15,1113.8,10.298340744773816,MODERATE_EXPOSURE
18,150,33,74.2,P,30,2227.5,11.677983945117093,HIGH_EXPOSURE
18,150,33,74.2,P,50,3712.5,12.696967052707585,HIGH_EXPOSURE
18,150,37,83.2,L,0.5,41.6,3.885921734410563,LOW_EXPOSURE
18,150,37,83.2,L,1,83.2,5.105724391694764,LOW_EXPOSURE
18,150,37,83.2,L,3,249.8,7.181872646491397,LOW_EXPOSURE
18,150,37,83.2,L,5,416.2,8.178193390669982,LOW_EXPOSURE
18,150,37,83.2,L,8,666.0,9.10377636818887,MODERATE_EXPOSURE
18,150,37,83.2,L,10,832.5,9.545226653804498,MODERATE_EXPOSURE
18,150,37,83.2,L,15,1248.8,10.349685173570164,MODERATE_EXPOSURE
18,150,37,83.2,L,30,2497.5,11.729481788289906,HIGH_EXPOSURE
18,150,37,83.2,L,50,4162.5,12.74852659058017,HIGH_EXPOSURE
18,150,37,83.2,P,0.5,41.6,3.869314696795527,LOW_EXPOSURE
18,150,37,83.2,P,1,83.2,5.087660345298114,LOW_EXPOSURE
18,150,37,83.2,P,3,249.8,7.162650593286512,LOW_EXPOSURE
18,150,37,83.2,P,5,416.2,8.158717560668475,LOW_EXPOSURE
18,150,37,83.2,P,8,666.0,9.084154157712408,MODERATE_EXPOSURE
18,150,37,83.2,P,10,832.5,9.525555050468816,MODERATE_EXPOSURE
18,150,37,83.2,P,15,1248.8,10.329947238424655,MODERATE_EXPOSURE
18,150,37,83.2,P,30,2497.5,11.709676972031975,HIGH_EXPOSURE
18,150,37,83.2,P,50,4162.5,12.728694866378618,HIGH_EXPOSURE
18,150,40,90.0,L,0.5,45.0,3.903841323937929,LOW_EXPOSURE
18,150,40,90.0,L,1,90.0,5.1248703654496275,LOW_EXPOSURE
18,150,40,90.0,L,3,270.0,7.201963329420726,LOW_EXPOSURE
18,150,40,90.0,L,5,450.0,8.198487792357563,LOW_EXPOSURE
18,150,40,90.0,L,8,720.0,9.124187755133057,MODERATE_EXPOSURE
18,150,40,90.0,L,10,900.0,9.565677429734464,MODERATE_EXPOSURE
18,150,40,90.0,L,15,1350.0,10.370188779556422,MODERATE_EXPOSURE
18,150,40,90.0,L,30,2700.0,11.750038584279558,HIGH_EXPOSURE
18,150,40,90.0,L,50,4500.0,12.769104764360673,HIGH_EXPOSURE
18,150,40,90.0,P,0.5,45.0,3.88717882318506,LOW_EXPOSURE
18,150,40,90.0,P,1,90.0,5.106807442466753,LOW_EXPOSURE
18,150,40,90.0,P,3,270.0,7.182792758364978,LOW_EXPOSURE
18,150,40,90.0,P,5,450.0,8.179075084494025,LOW_EXPOSURE
18,150,40,90.0,P,8,720.0,9.104635476719992,MODERATE_EXPOSURE
18,150,40,90.0,P,10,900.0,9.546078072018087,MODERATE_EXPOSURE
18,150,40,90.0,P,15,1350.0,10.350526209404563,MODERATE_EXPOSURE
18,150,40,90.0,P,30,2700.0,11.730312292564593,HIGH_EXPOSURE
18,150,40,90.0,P,50,4500.0,12.74935283991842,HIGH_EXPOSURE
18,160,16,41.0,L,0.5,20.5,3.7050728114488303,LOW_EXPOSURE
18,160,16,41.0,L,1,41.0,4.912341036315304,LOW_EXPOSURE
18,160,16,41.0,L,3,122.9,6.978854426928599,LOW_EXPOSURE
18,160,16,41.0,L,5,204.8,7.973099941156695,LOW_EXPOSURE
18,160,16,41.0,L,8,327.7,8.897491613839929,MODERATE_EXPOSURE
18,160,16,41.0,L,10,409.6,9.338540851076626,MODERATE_EXPOSURE
18,160,16,41.0,L,15,614.4,10.142461519892814,MODERATE_EXPOSURE
18,160,16,41.0,L,30,1228.8,11.521716677958644,HIGH_EXPOSURE
18,160,16,41.0,L,50,2048.0,12.540543878013075,HIGH_EXPOSURE
18,160,16,41.0,P,0.5,20.5,3.686587124241213,LOW_EXPOSURE
18,160,16,41.0,P,1,41.0,4.8916365383128655,LOW_EXPOSURE
18,160,16,41.0,P,3,122.9,6.956324612517024,LOW_EXPOSURE
18,160,16,41.0,P,5,204.8,7.950162992551828,LOW_EXPOSURE
18,160,16,41.0,P,8,327.7,8.874318680735126,MODERATE_EXPOSURE
18,160,16,41.0,P,10,409.6,9.315288101789907,MODERATE_EXPOSURE
18,160,16,41.0,P,15,614.4,10.119101432792062,MODERATE_EXPOSURE
18,160,16,41.0,P,30,1228.8,11.498248191286002,HIGH_EXPOSURE
18,160,16,41.0,P,50,2048.0,12.517031730586858,HIGH_EXPOSURE
18,160,18.5,47.4,L,0.5,23.7,3.7459684086443206,LOW_EXPOSURE
18,160,18.5,47.4,L,1,47.4,4.9562238025296175,LOW_EXPOSURE
18,160,18.5,47.4,L,3,142.1,7.025045079253962,LOW_EXPOSURE
18,160,18.5,47.4,L,5,236.8,8.01978901086859,LOW_EXPOSURE
18,160,18.5,47.4,L,8,378.9,8.944467016935903,MODERATE_EXPOSURE
18,160,18.5,47.4,L,10,473.6,9.385612682087373,MODERATE_EXPOSURE
18,160,18.5,47.4,L,15,710.4,10.189662699122664,MODERATE_EXPOSURE
18,160,18.5,47.4,L,30,1420.8,11.569048104427237,HIGH_EXPOSURE
18,160,18.5,47.4,L,50,2368.0,12.587927657646494,HIGH_EXPOSURE
18,160,18.5,47.4,P,0.5,23.7,3.7281024504524076,LOW_EXPOSURE
18,160,18.5,47.4,P,1,47.4,4.936309152585871,LOW_EXPOSURE
18,160,18.5,47.4,P,3,142.1,7.003454170819062,LOW_EXPOSURE
18,160,18.5,47.4,P,5,236.8,7.997825265591513,LOW_EXPOSURE
18,160,18.5,47.4,P,8,378.9,8.922287336248758,MODERATE_EXPOSURE
18,160,18.5,47.4,P,10,473.6,9.363359994243423,MODERATE_EXPOSURE
18,160,18.5,47.4,P,15,710.4,10.167311852438425,MODERATE_EXPOSURE
18,160,18.5,47.4,P,30,1420.8,11.546598153583439,HIGH_EXPOSURE
18,160,18.5,47.4,P,50,2368.0,12.56543779727459,HIGH_EXPOSURE
18,160,22,56.3,L,0.5,28.2,3.7936001513470368,LOW_EXPOSURE
18,160,22,56.3,L,1,56.3,5.007246381606454,LOW_EXPOSURE
18,160,22,56.3,L,3,169.0,7.078681690912861,LOW_EXPOSURE
18,160,22,56.3,L,5,281.6,8.073989512862088,LOW_EXPOSURE
18,160,22,56.3,L,8,450.6,8.998991362793051,MODERATE_EXPOSURE
18,160,22,56.3,L,10,563.2,9.440246071324975,MODERATE_EXPOSURE
18,160,22,56.3,L,15,844.8,10.244442345603956,MODERATE_EXPOSURE
18,160,22,56.3,L,30,1689.6,11.623975009258654,HIGH_EXPOSURE
18,160,22,56.3,L,50,2816.0,12.642913748932555,HIGH_EXPOSURE
18,160,22,56.3,P,0.5,28.2,3.776294158195742,LOW_EXPOSURE
18,160,22,56.3,P,1,56.3,4.988078327244139,LOW_EXPOSURE
18,160,22,56.3,P,3,169.0,7.058000993764389,LOW_EXPOSURE
18,160,22,56.3,P,5,281.6,8.05297361429039,LOW_EXPOSURE
18,160,22,56.3,P,8,450.6,8.977781525549167,MODERATE_EXPOSURE
18,160,22,56.3,P,10,563.2,9.418970696717896,MODERATE_EXPOSURE
18,160,22,56.3,P,15,844.8,10.223078881303,MODERATE_EXPOSURE
18,160,22,56.3,P,30,1689.6,11.602522636968363,HIGH_EXPOSURE
18,160,22,56.3,P,50,2816.0,12.621425581638913,HIGH_EXPOSURE
18,160,25,64.0,L,0.5,32.0,3.8277245903219455,LOW_EXPOSURE
18,160,25,64.0,L,1,64.0,5.043748112089064,LOW_EXPOSURE
18,160,25,64.0,L,3,192.0,7.117013088252723,LOW_EXPOSURE
18,160,25,64.0,L,5,320.0,8.112715262617522,LOW_EXPOSURE
18,160,25,64.0,L,8,512.0,9.037943536456105,MODERATE_EXPOSURE
18,160,25,64.0,L,10,640.0,9.479274476684335,MODERATE_EXPOSURE
18,160,25,64.0,L,15,960.0,10.283572991701934,MODERATE_EXPOSURE
18,160,25,64.0,L,30,1920.0,11.6632085878267,HIGH_EXPOSURE
18,160,25,64.0,L,50,3200.0,12.68218869609668,HIGH_EXPOSURE
18,160,25,64.0,P,0.5,32.0,3.810697551091303,LOW_EXPOSURE
18,160,25,64.0,P,1,64.0,5.024984854096389,LOW_EXPOSURE
18,160,25,64.0,P,3,192.0,7.096847695366163,LOW_EXPOSURE
18,160,25,64.0,P,5,320.0,8.092240093332844,LOW_EXPOSURE
18,160,25,64.0,P,8,512.0,9.017289288297222,MODERATE_EXPOSURE
18,160,25,64.0,P,10,640.0,9.45855973723481,MODERATE_EXPOSURE
18,160,25,64.0,P,15,960.0,10.262776964457208,MODERATE_EXPOSURE
18,160,25,64.0,P,30,1920.0,11.64233054014326,HIGH_EXPOSURE
18,160,25,64.0,P,50,3200.0,12.661277632737528,HIGH_EXPOSURE
18,160,28,71.7,L,0.5,35.8,3.8570976319472425,LOW_EXPOSURE
18,160,28,71.7,L,1,71.7,5.075137997002802,LOW_EXPOSURE
18,160,28,71.7,L,3,215.0,7.149953803743761,LOW_EXPOSURE
18,160,28,71.7,L,5,358.4,8.145990074052756,LOW_EXPOSURE
18,160,28,71.7,L,8,573.4,9.07141014926496,MODERATE_EXPOSURE
18,160,28,71.7,L,10,716.8,9.512805660428164,MODERATE_EXPOSURE
18,160,28,71.7,L,15,1075.2,10.317190773669038,MODERATE_EXPOSURE
18,160,28,71.7,L,30,2150.4,11.696913550108523,HIGH_EXPOSURE
18,160,28,71.7,L,50,3584.0,12.715928695101027,HIGH_EXPOSURE
18,160,28,71.7,P,0.5,35.8,3.8402196144986647,LOW_EXPOSURE
18,160,28,71.7,P,1,71.7,5.056626715628584,LOW_EXPOSURE
18,160,28,71.7,P,3,215.0,7.130130997223308,LOW_EXPOSURE
18,160,28,71.7,P,5,358.4,8.125878349977672,LOW_EXPOSURE
18,160,28,71.7,P,8,573.4,9.051131538411166,MODERATE_EXPOSURE
18,160,28,71.7,P,10,716.8,9.492470698590202,MODERATE_EXPOSURE
18,160,28,71.7,P,15,1075.2,10.296780105083343,MODERATE_EXPOSURE
18,160,28,71.7,P,30,2150.4,11.676426512493393,HIGH_EXPOSURE
18,160,28,71.7,P,50,3584.0,12.695410922338706,HIGH_EXPOSURE
18,160,30,76.8,L,0.5,38.4,3.8745105484424873,LOW_EXPOSURE
18,160,30,76.8,L,1,76.8,5.093735919434513,LOW_EXPOSURE
18,160,30,76.8,L,3,230.4,7.169462542393523,LOW_EXPOSURE
18,160,30,76.8,L,5,384.0,8.165694987776329,LOW_EXPOSURE
18,160,30,76.8,L,8,614.4,9.091227678467641,MODERATE_EXPOSURE
18,160,30,76.8,L,10,768.0,9.532661101099885,MODERATE_EXPOSURE
18,160,30,76.8,L,15,1152.0,10.337097057781452,MODERATE_EXPOSURE
18,160,30,76.8,L,30,2304.0,11.716871018388533,HIGH_EXPOSURE
18,160,30,76.8,L,50,3840.0,12.735906733392312,HIGH_EXPOSURE
18,160,30,76.8,P,0.5,38.4,3.857678149685246,LOW_EXPOSURE
18,160,30,76.8,P,1,76.8,5.0753289371372485,LOW_EXPOSURE
18,160,30,76.8,P,3,230.4,7.149795791859853,LOW_EXPOSURE
18,160,30,76.8,P,5,384.0,8.145751242148531,LOW_EXPOSURE
18,160,30,76.8,P,8,614.4,9.071124015638421,MODERATE_EXPOSURE
18,160,30,76.8,P,10,768.0,9.512503454201203,MODERATE_EXPOSURE
18,160,30,76.8,P,15,1152.0,10.316866894774048,MODERATE_EXPOSURE
18,160,30,76.8,P,30,2304.0,11.696567717310264,HIGH_EXPOSURE
18,160,30,76.8,P,50,3840.0,12.715574000989374,HIGH_EXPOSURE
18,160,33,84.5,L,0.5,42.2,3.897900199950362,LOW_EXPOSURE
18,160,33,84.5,L,1,84.5,5.118707857788024,LOW_EXPOSURE
18,160,33,84.5,L,3,253.4,7.19565051235286,LOW_EXPOSURE
18,160,33,84.5,L,5,422.4,8.192144855729152,LOW_EXPOSURE
18,160,33,84.5,L,8,675.8,9.117827887953105,MODERATE_EXPOSURE
18,160,33,84.5,L,10,844.8,9.559311921920212,MODERATE_EXPOSURE
18,160,33,84.5,L,15,1267.2,10.363815753610652,MODERATE_EXPOSURE
18,160,33,84.5,L,30,2534.4,11.743658043686786,HIGH_EXPOSURE
18,160,33,84.5,L,50,4224.0,12.7627212189801,HIGH_EXPOSURE
18,160,33,84.5,P,0.5,42.2,3.881076136289611,LOW_EXPOSURE
18,160,33,84.5,P,1,84.5,5.10038529320429,LOW_EXPOSURE
18,160,33,84.5,P,3,253.4,7.176135442215495,LOW_EXPOSURE
18,160,33,84.5,P,5,422.4,8.172368296354403,LOW_EXPOSURE
18,160,33,84.5,P,8,675.8,9.097900477085389,MODERATE_EXPOSURE
18,160,33,84.5,P,10,844.8,9.53933360596023,MODERATE_EXPOSURE
18,160,33,84.5,P,15,1267.2,10.343769072203099,MODERATE_EXPOSURE
18,160,33,84.5,P,30,2534.4,11.723542427487326,HIGH_EXPOSURE
18,160,33,84.5,P,50,4224.0,12.742577867694274,HIGH_EXPOSURE
18,160,37,94.7,L,0.5,47.4,3.9248160261357077,LOW_EXPOSURE
18,160,37,94.7,L,1,94.7,5.147436553763977,LOW_EXPOSURE
18,160,37,94.7,L,3,284.2,7.225772784856698,LOW_EXPOSURE
18,160,37,94.7,L,5,473.6,8.222567301757383,LOW_EXPOSURE
18,160,37,94.7,L,8,757.8,9.148422653152295,MODERATE_EXPOSURE
18,160,37,94.7,L,10,947.2,9.589964697978603,MODERATE_EXPOSURE
18,160,37,94.7,L,15,1420.8,10.394546328919116,MODERATE_EXPOSURE
18,160,37,94.7,L,30,2841.6,11.774466939976026,HIGH_EXPOSURE
18,160,37,94.7,L,50,4736.0,12.793561591184185,HIGH_EXPOSURE
18,160,37,94.7,P,0.5,47.4,3.907922699054099,LOW_EXPOSURE
18,160,37,94.7,P,1,94.7,5.129128482320281,LOW_EXPOSURE
18,160,37,94.7,P,3,284.2,7.206346509120404,LOW_EXPOSURE
18,160,37,94.7,P,5,473.6,8.202896684801807,LOW_EXPOSURE
18,160,37,94.7,P,8,757.8,9.128611212943756,MODERATE_EXPOSURE
18,160,37,94.7,P,10,947.2,9.570105758923923,MODERATE_EXPOSURE
18,160,37,94.7,P,15,1420.8,10.374623616532705,MODERATE_EXPOSURE
18,160,37,94.7,P,30,2841.6,11.754479943434985,HIGH_EXPOSURE
18,160,37,94.7,P,50,4736.0,12.77354873641113,HIGH_EXPOSURE
18,160,40,102.4,L,0.5,51.2,3.942330136231682,LOW_EXPOSURE
18,160,40,102.4,L,1,102.4,5.1661299345340375,LOW_EXPOSURE
18,160,40,102.4,L,3,307.2,7.245373279019817,LOW_EXPOSURE
18,160,40,102.4,L,5,512.0,8.242363252008511,MODERATE_EXPOSURE
18,160,40,102.4,L,8,819.2,9.168330818168174,MODERATE_EXPOSURE
18,160,40,102.4,L,10,1024.0,9.60991064150246,MODERATE_EXPOSURE
18,160,40,102.4,L,15,1536.0,10.414542939082631,MODERATE_EXPOSURE
18,160,40,102.4,L,30,3072.0,11.794514558058736,HIGH_EXPOSURE
18,160,40,102.4,L,50,5120.0,12.813629708934304,HIGH_EXPOSURE
18,160,40,102.4,P,0.5,51.2,3.9253444201144316,LOW_EXPOSURE
18,160,40,102.4,P,1,102.4,5.147781889333702,LOW_EXPOSURE
18,160,40,102.4,P,3,307.2,7.225953692283925,LOW_EXPOSURE
18,160,40,102.4,P,5,512.0,8.222710106397717,LOW_EXPOSURE
18,160,40,102.4,P,8,819.2,9.148543156524195,MODERATE_EXPOSURE
18,160,40,102.4,P,10,1024.0,9.590077623609229,MODERATE_EXPOSURE
18,160,40,102.4,P,15,1536.0,10.394649036581772,MODERATE_EXPOSURE
18,160,40,102.4,P,30,3072.0,11.77455929715607,HIGH_EXPOSURE
18,160,40,102.4,P,50,5120.0,12.793649770602723,HIGH_EXPOSURE
18,170,16,46.2,L,0.5,23.1,3.743623879916289,LOW_EXPOSURE
18,170,16,46.2,L,1,46.2,4.9539062228447355,LOW_EXPOSURE
18,170,16,46.2,L,3,138.7,7.022772492576516,LOW_EXPOSURE
18,170,16,46.2,L,5,231.2,8.017528929841756,LOW_EXPOSURE
18,170,16,46.2,L,8,369.9,8.942214568913164,MODERATE_EXPOSURE
18,170,16,46.2,L,10,462.4,9.383362878318193,MODERATE_EXPOSURE
18,170,16,46.2,L,15,693.6,10.187416500661932,MODERATE_EXPOSURE
18,170,16,46.2,L,30,1387.2,11.56680560383992,HIGH_EXPOSURE
18,170,16,46.2,L,50,2312.0,12.585686662512249,HIGH_EXPOSURE
18,170,16,46.2,P,0.5,23.1,3.72531484606023,LOW_EXPOSURE
18,170,16,46.2,P,1,46.2,4.933466906892207,LOW_EXPOSURE
18,170,16,46.2,P,3,138.7,7.000588213514401,LOW_EXPOSURE
18,170,16,46.2,P,5,231.2,7.994956330782079,LOW_EXPOSURE
18,170,16,46.2,P,8,369.9,8.919417036521502,MODERATE_EXPOSURE
18,170,16,46.2,P,10,462.4,9.36048929166386,MODERATE_EXPOSURE
18,170,16,46.2,P,15,693.6,10.164440654436852,MODERATE_EXPOSURE
18,170,16,46.2,P,30,1387.2,11.543726508784086,HIGH_EXPOSURE
18,170,16,46.2,P,50,2312.0,12.562565987607382,HIGH_EXPOSURE
18,170,18.5,53.5,L,0.5,26.7,3.784292200544739,LOW_EXPOSURE
18,170,18.5,53.5,L,1,53.5,4.997483698376604,LOW_EXPOSURE
18,170,18.5,53.5,L,3,160.4,7.0685929752325,LOW_EXPOSURE
18,170,18.5,53.5,L,5,267.3,8.063833285449753,LOW_EXPOSURE
18,170,18.5,53.5,L,8,427.7,8.988796815844731,MODERATE_EXPOSURE
18,170,18.5,53.5,L,10,534.6,9.43003869589072,MODERATE_EXPOSURE
18,170,18.5,53.5,L,15,802.0,10.234217822406052,MODERATE_EXPOSURE
18,170,18.5,53.5,L,30,1603.9,11.613733288947646,HIGH_EXPOSURE
18,170,18.5,53.5,L,50,2673.2,12.632665135940847,HIGH_EXPOSURE
