usia,tinggi,bmi,berat,jk,dosis_mg_per_kg,dosis_mg,exposure_index,exposure_category
54,190,25,90.2,P,30,2707.5,11.6779669785531,HIGH_EXPOSURE
54,190,25,90.2,P,50,4512.5,12.69689196503055,HIGH_EXPOSURE
54,190,28,101.1,L,0.5,50.5,3.8922043190852422,LOW_EXPOSURE
54,190,28,101.1,L,1,101.1,5.109487657046991,LOW_EXPOSURE
54,190,28,101.1,L,3,303.2,7.183362811620639,LOW_EXPOSURE
54,190,28,101.1,L,5,505.4,8.179155404440786,LOW_EXPOSURE
54,190,28,101.1,L,8,808.6,9.104429011893021,MODERATE_EXPOSURE
54,190,28,101.1,L,10,1010.8,9.545774135169825,MODERATE_EXPOSURE
54,190,28,101.1,L,15,1516.2,10.350090818666121,MODERATE_EXPOSURE
54,190,28,101.1,L,30,3032.4,11.729743718549551,HIGH_EXPOSURE
54,190,28,101.1,L,50,5054.0,12.748730502116729,HIGH_EXPOSURE
54,190,28,101.1,P,0.5,50.5,3.874506828964636,LOW_EXPOSURE
54,190,28,101.1,P,1,101.1,5.090255022240116,LOW_EXPOSURE
54,190,28,101.1,P,3,303.2,7.162904811513146,LOW_EXPOSURE
54,190,28,101.1,P,5,505.4,8.158428141633816,LOW_EXPOSURE
54,190,28,101.1,P,8,808.6,9.083546309233967,MODERATE_EXPOSURE
54,190,28,101.1,P,10,1010.8,9.524838961406441,MODERATE_EXPOSURE
54,190,28,101.1,P,15,1516.2,10.329085162048235,MODERATE_EXPOSURE
54,190,28,101.1,P,30,3032.4,11.708666975364878,HIGH_EXPOSURE
54,190,28,101.1,P,50,5054.0,12.727625153318144,HIGH_EXPOSURE
54,190,30,108.3,L,0.5,54.1,3.9079102853333696,LOW_EXPOSURE
54,190,30,108.3,L,1,108.3,5.126239230581033,LOW_EXPOSURE
54,190,30,108.3,L,3,324.9,7.20092125479503,LOW_EXPOSURE
54,190,30,108.3,L,5,541.5,8.196888081974418,LOW_EXPOSURE
54,190,30,108.3,L,8,866.4,9.122261788516791,MODERATE_EXPOSURE
54,190,30,108.3,L,10,1083.0,9.5636406229432,MODERATE_EXPOSURE
54,190,30,108.3,L,15,1624.5,10.368002527430848,MODERATE_EXPOSURE
54,190,30,108.3,L,30,3249.0,11.747700963788589,HIGH_EXPOSURE
54,190,30,108.3,L,50,5415.0,12.766706051203707,HIGH_EXPOSURE
54,190,30,108.3,P,0.5,54.1,3.8901154692036704,LOW_EXPOSURE
54,190,30,108.3,P,1,108.3,5.106954778226619,LOW_EXPOSURE
54,190,30,108.3,P,3,324.9,7.1804524820162605,LOW_EXPOSURE
54,190,30,108.3,P,5,541.5,8.17615959664321,LOW_EXPOSURE
54,190,30,108.3,P,8,866.4,9.101383460892224,MODERATE_EXPOSURE
54,190,30,108.3,P,10,1083.0,9.54271172758932,MODERATE_EXPOSURE
54,190,30,108.3,P,15,1624.5,10.347005716901123,MODERATE_EXPOSURE
54,190,30,108.3,P,30,3249.0,11.726635669013621,HIGH_EXPOSURE
54,190,30,108.3,P,50,5415.0,12.745613201576196,HIGH_EXPOSURE
54,190,33,119.1,L,0.5,59.6,3.9287901295100003,LOW_EXPOSURE
54,190,33,119.1,L,1,119.1,5.148505889597911,LOW_EXPOSURE
54,190,33,119.1,L,3,357.4,7.224258445377279,LOW_EXPOSURE
54,190,33,119.1,L,5,595.6,8.220456481209307,LOW_EXPOSURE
54,190,33,119.1,L,8,953.0,9.145963025081793,MODERATE_EXPOSURE
54,190,33,119.1,L,10,1191.3,9.587386597142544,MODERATE_EXPOSURE
54,190,33,119.1,L,15,1786.9,10.391808514588767,MODERATE_EXPOSURE
54,190,33,119.1,L,30,3573.9,11.771567383457226,HIGH_EXPOSURE
54,190,33,119.1,L,50,5956.5,12.790596762578343,HIGH_EXPOSURE
54,190,33,119.1,P,0.5,59.6,3.9108277776161233,LOW_EXPOSURE
54,190,33,119.1,P,1,119.1,5.129113279637741,LOW_EXPOSURE
54,190,33,119.1,P,3,357.4,7.20373516901463,LOW_EXPOSURE
54,190,33,119.1,P,5,595.6,8.199685982601906,LOW_EXPOSURE
54,190,33,119.1,P,8,953.0,9.125050005661825,MODERATE_EXPOSURE
54,190,33,119.1,P,10,1191.3,9.566425499650697,MODERATE_EXPOSURE
54,190,33,119.1,P,15,1786.9,10.370782860562826,MODERATE_EXPOSURE
54,190,33,119.1,P,30,3573.9,11.750476649205854,HIGH_EXPOSURE
54,190,33,119.1,P,50,5956.5,12.769479847960728,HIGH_EXPOSURE
54,190,37,133.6,L,0.5,66.8,3.952457835560219,LOW_EXPOSURE
54,190,37,133.6,L,1,133.6,5.173747433493396,LOW_EXPOSURE
54,190,37,133.6,L,3,400.7,7.250716000269998,LOW_EXPOSURE
54,190,37,133.6,L,5,667.8,8.247176787109792,MODERATE_EXPOSURE
54,190,37,133.6,L,8,1068.6,9.172834309489385,MODERATE_EXPOSURE
54,190,37,133.6,L,10,1335.7,9.61430873194882,MODERATE_EXPOSURE
54,190,37,133.6,L,15,2003.5,10.418798864699184,MODERATE_EXPOSURE
54,190,37,133.6,L,30,4007.1,11.798626428559277,HIGH_EXPOSURE
54,190,37,133.6,L,50,6678.5,12.817683421393852,HIGH_EXPOSURE
54,190,37,133.6,P,0.5,66.8,3.9342509869537103,LOW_EXPOSURE
54,190,37,133.6,P,1,133.6,5.1541763443558395,LOW_EXPOSURE
54,190,37,133.6,P,3,400.7,7.230074044211965,LOW_EXPOSURE
54,190,37,133.6,P,5,667.8,8.226301539257825,LOW_EXPOSURE
54,190,37,133.6,P,8,1068.6,9.151824707464655,MODERATE_EXPOSURE
54,190,37,133.6,P,10,1335.7,9.59325382904251,MODERATE_EXPOSURE
54,190,37,133.6,P,15,2003.5,10.397683151891664,MODERATE_EXPOSURE
54,190,37,133.6,P,30,4007.1,11.777449432884916,HIGH_EXPOSURE
54,190,37,133.6,P,50,6678.5,12.796481778690879,HIGH_EXPOSURE
54,190,40,144.4,L,0.5,72.2,3.96761198840923,LOW_EXPOSURE
54,190,40,144.4,L,1,144.4,5.189915343065323,LOW_EXPOSURE
54,190,40,144.4,L,3,433.2,7.267668268894992,LOW_EXPOSURE
54,190,40,144.4,L,5,722.0,8.264298657190249,MODERATE_EXPOSURE
54,190,40,144.4,L,8,1155.2,9.190053652465775,MODERATE_EXPOSURE
54,190,40,144.4,L,10,1444.0,9.631560907387968,MODERATE_EXPOSURE
54,190,40,144.4,L,15,2166.0,10.436095086960457,MODERATE_EXPOSURE
54,190,40,144.4,L,30,4332.0,11.81596701014529,HIGH_EXPOSURE
54,190,40,144.4,L,50,7220.0,12.835041835127381,HIGH_EXPOSURE
54,190,40,144.4,P,0.5,72.2,3.9492171375379597,LOW_EXPOSURE
54,190,40,144.4,P,1,144.4,5.170198026700602,LOW_EXPOSURE
54,190,40,144.4,P,3,433.2,7.2469180098404475,LOW_EXPOSURE
54,190,40,144.4,P,5,722.0,8.243323946404237,MODERATE_EXPOSURE
54,190,40,144.4,P,8,1155.2,9.168949770517191,MODERATE_EXPOSURE
54,190,40,144.4,P,10,1444.0,9.610413487200953,MODERATE_EXPOSURE
54,190,40,144.4,P,15,2166.0,10.414889234865315,MODERATE_EXPOSURE
54,190,40,144.4,P,30,4332.0,11.79470228543509,HIGH_EXPOSURE
54,190,40,144.4,P,50,7220.0,12.813753436642166,HIGH_EXPOSURE
57,150,16,36.0,L,0.5,18.0,3.5948201793775345,LOW_EXPOSURE
57,150,16,36.0,L,1,36.0,4.789321735530678,LOW_EXPOSURE
57,150,16,36.0,L,3,108.0,6.845323707851509,LOW_EXPOSURE
57,150,16,36.0,L,5,180.0,7.8372223506407535,LOW_EXPOSURE
57,150,16,36.0,L,8,288.0,8.760253231911976,MODERATE_EXPOSURE
57,150,16,36.0,L,10,360.0,9.200842127462916,MODERATE_EXPOSURE
57,150,16,36.0,L,15,540.0,10.004143652091113,MODERATE_EXPOSURE
57,150,16,36.0,L,30,1080.0,11.382773457308945,HIGH_EXPOSURE
57,150,16,36.0,L,50,1800.0,12.40134875584599,HIGH_EXPOSURE
57,150,16,36.0,P,0.5,18.0,3.576795293023011,LOW_EXPOSURE
57,150,16,36.0,P,1,36.0,4.768983924826296,LOW_EXPOSURE
57,150,16,36.0,P,3,108.0,6.823048949176855,LOW_EXPOSURE
57,150,16,36.0,P,5,180.0,7.814511140376375,LOW_EXPOSURE
57,150,16,36.0,P,8,288.0,8.737288287771387,MODERATE_EXPOSURE
57,150,16,36.0,P,10,360.0,9.1777912373248,MODERATE_EXPOSURE
57,150,16,36.0,P,15,540.0,9.980977079444841,MODERATE_EXPOSURE
57,150,16,36.0,P,30,1080.0,11.359489939659166,HIGH_EXPOSURE
57,150,16,36.0,P,50,1800.0,12.37801810190899,HIGH_EXPOSURE
57,150,18.5,41.6,L,0.5,20.8,3.6342008781793775,LOW_EXPOSURE
57,150,18.5,41.6,L,1,41.6,4.831702293984534,LOW_EXPOSURE
57,150,18.5,41.6,L,3,124.9,6.890045866394965,LOW_EXPOSURE
57,150,18.5,41.6,L,5,208.1,7.882453331288946,LOW_EXPOSURE
57,150,18.5,41.6,L,8,333.0,8.80577706145058,MODERATE_EXPOSURE
57,150,18.5,41.6,L,10,416.2,9.246464669303016,MODERATE_EXPOSURE
57,150,18.5,41.6,L,15,624.4,10.049898678599023,MODERATE_EXPOSURE
57,150,18.5,41.6,L,30,1248.8,11.428661973541459,HIGH_EXPOSURE
57,150,18.5,41.6,L,50,2081.2,12.447290952552109,HIGH_EXPOSURE
57,150,18.5,41.6,P,0.5,20.8,3.61664773814951,LOW_EXPOSURE
57,150,18.5,41.6,P,1,41.6,4.812000503542479,LOW_EXPOSURE
57,150,18.5,41.6,P,3,124.9,6.868555025712023,LOW_EXPOSURE
57,150,18.5,41.6,P,5,208.1,7.860560568554895,LOW_EXPOSURE
57,150,18.5,41.6,P,8,333.0,8.78365083443883,MODERATE_EXPOSURE
57,150,18.5,41.6,P,10,416.2,9.224259394366289,MODERATE_EXPOSURE
57,150,18.5,41.6,P,15,624.4,10.027587031499877,MODERATE_EXPOSURE
57,150,18.5,41.6,P,30,1248.8,11.406242823123883,HIGH_EXPOSURE
57,150,18.5,41.6,P,50,2081.2,12.424828479867774,HIGH_EXPOSURE
57,150,22,49.5,L,0.5,24.8,3.679948751456455,LOW_EXPOSURE
57,150,22,49.5,L,1,49.5,4.8808474551001035,LOW_EXPOSURE
57,150,22,49.5,L,3,148.5,6.941837078146702,LOW_EXPOSURE
57,150,22,49.5,L,5,247.5,7.934818867313682,LOW_EXPOSURE
57,150,22,49.5,L,8,396.0,8.858473040500527,MODERATE_EXPOSURE
57,150,22,49.5,L,10,495.0,9.299272015433349,MODERATE_EXPOSURE
57,150,22,49.5,L,15,742.5,10.102855480043726,MODERATE_EXPOSURE
57,150,22,49.5,L,30,1485.0,11.481769348220148,HIGH_EXPOSURE
57,150,22,49.5,L,50,2475.0,12.500458873034827,HIGH_EXPOSURE
57,150,22,49.5,P,0.5,24.8,3.6628059216923696,LOW_EXPOSURE
57,150,22,49.5,P,1,49.5,4.861737989714948,LOW_EXPOSURE
57,150,22,49.5,P,3,148.5,6.921102495457245,LOW_EXPOSURE
57,150,22,49.5,P,5,247.5,7.91372061752628,LOW_EXPOSURE
57,150,22,49.5,P,8,396.0,8.837163777832483,MODERATE_EXPOSURE
57,150,22,49.5,P,10,495.0,9.277891344475242,MODERATE_EXPOSURE
57,150,22,49.5,P,15,742.5,10.081378747366475,MODERATE_EXPOSURE
57,150,22,49.5,P,30,1485.0,11.460195567159591,HIGH_EXPOSURE
57,150,22,49.5,P,50,2475.0,12.47884599275623,HIGH_EXPOSURE
57,150,25,56.2,L,0.5,28.1,3.712630711443322,LOW_EXPOSURE
57,150,25,56.2,L,1,56.2,4.915905285134818,LOW_EXPOSURE
57,150,25,56.2,L,3,168.8,6.978742457062997,LOW_EXPOSURE
57,150,25,56.2,L,5,281.2,7.972124923670389,LOW_EXPOSURE
57,150,25,56.2,L,8,450.0,8.8960095770902,MODERATE_EXPOSURE
57,150,25,56.2,L,10,562.5,9.336886220502771,MODERATE_EXPOSURE
57,150,25,56.2,L,15,843.8,10.140573909735345,MODERATE_EXPOSURE
57,150,25,56.2,L,30,1687.5,11.51959277406229,HIGH_EXPOSURE
57,150,25,56.2,L,50,2812.5,12.538324515759907,HIGH_EXPOSURE
57,150,25,56.2,P,0.5,28.1,3.695678299563887,LOW_EXPOSURE
57,150,25,56.2,P,1,56.2,4.897110377767684,LOW_EXPOSURE
57,150,25,56.2,P,3,168.8,6.9584343878136075,LOW_EXPOSURE
57,150,25,56.2,P,5,281.2,7.951479312383514,LOW_EXPOSURE
57,150,25,56.2,P,8,450.0,8.875168283885401,MODERATE_EXPOSURE
57,150,25,56.2,P,10,562.5,9.315978735421847,MODERATE_EXPOSURE
57,150,25,56.2,P,15,843.8,10.119577402717812,MODERATE_EXPOSURE
57,150,25,56.2,P,30,1687.5,11.498506356745649,HIGH_EXPOSURE
57,150,25,56.2,P,50,2812.5,12.517201882396058,HIGH_EXPOSURE
57,150,28,63.0,L,0.5,31.5,3.7406902430206412,LOW_EXPOSURE
57,150,28,63.0,L,1,63.0,4.945976039428085,LOW_EXPOSURE
57,150,28,63.0,L,3,189.0,7.0103758996700645,LOW_EXPOSURE
57,150,28,63.0,L,5,315.0,8.0040971208258,LOW_EXPOSURE
57,150,28,63.0,L,8,504.0,8.928176611431041,MODERATE_EXPOSURE
57,150,28,63.0,L,10,630.0,9.369118908287478,MODERATE_EXPOSURE
57,150,28,63.0,L,15,945.0,10.172894695914945,MODERATE_EXPOSURE
57,150,28,63.0,L,30,1890.0,11.55200230725123,HIGH_EXPOSURE
57,150,28,63.0,L,50,3150.0,12.57076973137038,HIGH_EXPOSURE
57,150,28,63.0,P,0.5,31.5,3.723825576329621,LOW_EXPOSURE
57,150,28,63.0,P,1,63.0,4.9273715469016555,LOW_EXPOSURE
57,150,28,63.0,P,3,189.0,6.990351000004779,LOW_EXPOSURE
57,150,28,63.0,P,5,315.0,7.983756330063818,LOW_EXPOSURE
57,150,28,63.0,P,8,504.0,8.907652844205298,MODERATE_EXPOSURE
57,150,28,63.0,P,10,630.0,9.348533272221875,MODERATE_EXPOSURE
57,150,28,63.0,P,15,945.0,10.152225871990517,MODERATE_EXPOSURE
57,150,28,63.0,P,30,1890.0,11.531249488494069,HIGH_EXPOSURE
57,150,28,63.0,P,50,3150.0,12.549983085878708,HIGH_EXPOSURE
57,150,30,67.5,L,0.5,33.8,3.7572894605960894,LOW_EXPOSURE
57,150,30,67.5,L,1,67.5,4.963754888821187,LOW_EXPOSURE
57,150,30,67.5,L,3,202.5,7.029071008263902,LOW_EXPOSURE
57,150,30,67.5,L,5,337.5,8.02299082060556,LOW_EXPOSURE
57,150,30,67.5,L,8,540.0,8.947184527132922,MODERATE_EXPOSURE
57,150,30,67.5,L,10,675.0,9.388165309963481,MODERATE_EXPOSURE
57,150,30,67.5,L,15,1012.5,10.191992740077056,MODERATE_EXPOSURE
57,150,30,67.5,L,30,2025.0,11.571152373306228,HIGH_EXPOSURE
57,150,30,67.5,L,50,3375.0,12.589940713587524,HIGH_EXPOSURE
57,150,30,67.5,P,0.5,33.8,3.7404413810979995,LOW_EXPOSURE
57,150,30,67.5,P,1,67.5,4.945226042454805,LOW_EXPOSURE
57,150,30,67.5,P,3,202.5,7.009175201405652,LOW_EXPOSURE
57,150,30,67.5,P,5,337.5,8.002791603124223,LOW_EXPOSURE
57,150,30,67.5,P,8,540.0,8.926809657463748,MODERATE_EXPOSURE
57,150,30,67.5,P,10,675.0,9.367731063578283,MODERATE_EXPOSURE
57,150,30,67.5,P,15,1012.5,10.1714786690542,MODERATE_EXPOSURE
57,150,30,67.5,P,30,2025.0,11.55055771760539,HIGH_EXPOSURE
57,150,30,67.5,P,50,3375.0,12.569313608548217,HIGH_EXPOSURE
57,150,33,74.2,L,0.5,37.1,3.779540724050432,LOW_EXPOSURE
57,150,33,74.2,L,1,74.2,4.987578685817032,LOW_EXPOSURE
57,150,33,74.2,L,3,222.8,7.054116247278406,LOW_EXPOSURE
57,150,33,74.2,L,5,371.2,8.048300798005561,LOW_EXPOSURE
57,150,33,74.2,L,8,594.0,8.97264676388762,MODERATE_EXPOSURE
57,150,33,74.2,L,10,742.5,9.41367885174553,MODERATE_EXPOSURE
57,150,33,74.2,L,15,1113.8,10.2175751256236,MODERATE_EXPOSURE
57,150,33,74.2,L,30,2227.5,11.596804108399002,HIGH_EXPOSURE
57,150,33,74.2,L,50,3712.5,12.615620331677643,HIGH_EXPOSURE
57,150,33,74.2,P,0.5,37.1,3.7626713537630074,LOW_EXPOSURE
57,150,33,74.2,P,1,74.2,4.969105823749511,LOW_EXPOSURE
57,150,33,74.2,P,3,222.8,7.034346481930672,LOW_EXPOSURE
57,150,33,74.2,P,5,371.2,8.028243988951287,LOW_EXPOSURE
57,150,33,74.2,P,8,594.0,8.952423908416012,MODERATE_EXPOSURE
57,150,33,74.2,P,10,742.5,9.39339988806363,MODERATE_EXPOSURE
57,150,33,74.2,P,15,1113.8,10.197220748345119,MODERATE_EXPOSURE
57,150,33,74.2,P,30,2227.5,11.576373619101929,HIGH_EXPOSURE
57,150,33,74.2,P,50,3712.5,12.595159199610015,HIGH_EXPOSURE
57,150,37,83.2,L,0.5,41.6,3.805074383840486,LOW_EXPOSURE
57,150,37,83.2,L,1,83.2,5.014910124636061,LOW_EXPOSURE
57,150,37,83.2,L,3,249.8,7.082844704923606,LOW_EXPOSURE
57,150,37,83.2,L,5,416.2,8.07733212050853,LOW_EXPOSURE
57,150,37,83.2,L,8,666.0,9.001852284688468,MODERATE_EXPOSURE
57,150,37,83.2,L,10,832.5,9.442943071899924,MODERATE_EXPOSURE
57,150,37,83.2,L,15,1248.8,10.24691811306572,MODERATE_EXPOSURE
57,150,37,83.2,L,30,2497.5,11.626226443463722,HIGH_EXPOSURE
57,150,37,83.2,L,50,4162.5,12.645074570075536,HIGH_EXPOSURE
57,150,37,83.2,P,0.5,41.6,3.788116276491111,LOW_EXPOSURE
57,150,37,83.2,P,1,83.2,4.996434693196391,LOW_EXPOSURE
57,150,37,83.2,P,3,249.8,7.06315068887216,LOW_EXPOSURE
57,150,37,83.2,P,5,416.2,8.057369370790417,LOW_EXPOSURE
57,150,37,83.2,P,8,666.0,8.981734236080644,MODERATE_EXPOSURE
57,150,37,83.2,P,10,832.5,9.422772572272198,MODERATE_EXPOSURE
57,150,37,83.2,P,15,1248.8,10.226677135566241,MODERATE_EXPOSURE
57,150,37,83.2,P,30,2497.5,11.60591435875751,HIGH_EXPOSURE
57,150,37,83.2,P,50,4162.5,12.624733864146618,HIGH_EXPOSURE
57,150,40,90.0,L,0.5,45.0,3.8216423153054775,LOW_EXPOSURE
57,150,40,90.0,L,1,90.0,5.032645119812101,LOW_EXPOSURE
57,150,40,90.0,L,3,270.0,7.101487422128823,LOW_EXPOSURE
57,150,40,90.0,L,5,450.0,8.096171719100187,LOW_EXPOSURE
57,150,40,90.0,L,8,720.0,9.020805137891909,MODERATE_EXPOSURE
57,150,40,90.0,L,10,900.0,9.461934090739042,MODERATE_EXPOSURE
57,150,40,90.0,L,15,1350.0,10.265960347359425,MODERATE_EXPOSURE
57,150,40,90.0,L,30,2700.0,11.645320272724394,HIGH_EXPOSURE
57,150,40,90.0,L,50,4500.0,12.664189144759074,HIGH_EXPOSURE
57,150,40,90.0,P,0.5,45.0,3.8045881863108013,LOW_EXPOSURE
57,150,40,90.0,P,1,90.0,5.014128290143856,LOW_EXPOSURE
57,150,40,90.0,P,3,270.0,7.081801782701366,LOW_EXPOSURE
57,150,40,90.0,P,5,450.0,8.07622899154644,LOW_EXPOSURE
57,150,40,90.0,P,8,720.0,9.000713948037038,MODERATE_EXPOSURE
57,150,40,90.0,P,10,900.0,9.441792776368779,MODERATE_EXPOSURE
57,150,40,90.0,P,15,1350.0,10.245751695054526,MODERATE_EXPOSURE
57,150,40,90.0,P,30,2700.0,11.625043697208131,HIGH_EXPOSURE
57,150,40,90.0,P,50,4500.0,12.643885234130803,HIGH_EXPOSURE
57,160,16,41.0,L,0.5,20.5,3.6343896978221073,LOW_EXPOSURE
57,160,16,41.0,L,1,41.0,4.832131187581391,LOW_EXPOSURE
57,160,16,41.0,L,3,122.9,6.8906924512531385,LOW_EXPOSURE
57,160,16,41.0,L,5,204.8,7.883150768316755,LOW_EXPOSURE
57,160,16,41.0,L,8,327.7,8.806504341487912,MODERATE_EXPOSURE
57,160,16,41.0,L,10,409.6,9.247202103428602,MODERATE_EXPOSURE
57,160,16,41.0,L,15,614.4,10.050649815882128,MODERATE_EXPOSURE
57,160,16,41.0,L,30,1228.8,11.429427004928998,HIGH_EXPOSURE
57,160,16,41.0,L,50,2048.0,12.448061595815744,HIGH_EXPOSURE
57,160,16,41.0,P,0.5,20.5,3.6164767992338653,LOW_EXPOSURE
57,160,16,41.0,P,1,41.0,4.811996760900842,LOW_EXPOSURE
57,160,16,41.0,P,3,122.9,6.868706590153284,LOW_EXPOSURE
57,160,16,41.0,P,5,204.8,7.860748802478943,LOW_EXPOSURE
57,160,16,41.0,P,8,327.7,8.78386064862044,MODERATE_EXPOSURE
57,160,16,41.0,P,10,409.6,9.224476561077756,MODERATE_EXPOSURE
57,160,16,41.0,P,15,614.4,10.027814128371249,MODERATE_EXPOSURE
57,160,16,41.0,P,30,1228.8,11.406479997507896,HIGH_EXPOSURE
57,160,16,41.0,P,50,2048.0,12.425069727126239,HIGH_EXPOSURE
57,160,18.5,47.4,L,0.5,23.7,3.673503352627355,LOW_EXPOSURE
57,160,18.5,47.4,L,1,47.4,4.87416111434135,LOW_EXPOSURE
57,160,18.5,47.4,L,3,142.1,6.934993971704507,LOW_EXPOSURE
57,160,18.5,47.4,L,5,236.8,7.927945339700989,LOW_EXPOSURE
57,160,18.5,47.4,L,8,378.9,8.851582593125258,MODERATE_EXPOSURE
57,160,18.5,47.4,L,10,473.6,9.292375961682332,MODERATE_EXPOSURE
57,160,18.5,47.4,L,15,710.4,10.095951978526546,MODERATE_EXPOSURE
57,160,18.5,47.4,L,30,1420.8,11.474858431316708,HIGH_EXPOSURE
57,160,18.5,47.4,L,50,2368.0,12.493544999308615,HIGH_EXPOSURE
57,160,18.5,47.4,P,0.5,23.7,3.6559778529526215,LOW_EXPOSURE
57,160,18.5,47.4,P,1,47.4,4.854568419638263,LOW_EXPOSURE
57,160,18.5,47.4,P,3,142.1,6.91368867211362,LOW_EXPOSURE
57,160,18.5,47.4,P,5,236.8,7.906256319214041,LOW_EXPOSURE
57,160,18.5,47.4,P,8,378.9,8.829670849744012,MODERATE_EXPOSURE
57,160,18.5,47.4,P,10,473.6,9.27038883520294,MODERATE_EXPOSURE
57,160,18.5,47.4,P,15,710.4,10.073863433738355,MODERATE_EXPOSURE
57,160,18.5,47.4,P,30,1420.8,11.452667415573622,HIGH_EXPOSURE
57,160,18.5,47.4,P,50,2368.0,12.47131269659139,HIGH_EXPOSURE
57,160,22,56.3,L,0.5,28.2,3.7188358050649155,LOW_EXPOSURE
57,160,22,56.3,L,1,56.3,4.92279096109801,LOW_EXPOSURE
57,160,22,56.3,L,3,169.0,6.986187061399173,LOW_EXPOSURE
57,160,22,56.3,L,5,281.6,7.9796941915735085,LOW_EXPOSURE
57,160,22,56.3,L,8,450.6,8.903651111484692,MODERATE_EXPOSURE
57,160,22,56.3,L,10,563.2,9.344552199182097,MODERATE_EXPOSURE
57,160,22,56.3,L,15,844.8,10.1482727630703,MODERATE_EXPOSURE
57,160,22,56.3,L,30,1689.6,11.527324829343229,HIGH_EXPOSURE
57,160,22,56.3,L,50,2816.0,12.546069944626002,HIGH_EXPOSURE
57,160,22,56.3,P,0.5,28.2,3.7016208696396746,LOW_EXPOSURE
57,160,22,56.3,P,1,56.3,4.903679471359066,LOW_EXPOSURE
57,160,22,56.3,P,3,169.0,6.965516570300563,LOW_EXPOSURE
57,160,22,56.3,P,5,281.6,7.958675797373055,LOW_EXPOSURE
57,160,22,56.3,P,8,450.6,8.88243100970685,MODERATE_EXPOSURE
57,160,22,56.3,P,10,563.2,9.323263864268984,MODERATE_EXPOSURE
57,160,22,56.3,P,15,844.8,10.126892658598015,MODERATE_EXPOSURE
57,160,22,56.3,P,30,1689.6,11.50585203689256,HIGH_EXPOSURE
57,160,22,56.3,P,50,2816.0,12.524559816539643,HIGH_EXPOSURE
57,160,25,64.0,L,0.5,32.0,3.751135114919692,LOW_EXPOSURE
57,160,25,64.0,L,1,64.0,4.957392219552061,LOW_EXPOSURE
57,160,25,64.0,L,3,192.0,7.02257516263875,LOW_EXPOSURE
57,160,25,64.0,L,5,320.0,8.016469424425685,LOW_EXPOSURE
57,160,25,64.0,L,8,512.0,8.940648970036719,MODERATE_EXPOSURE
57,160,25,64.0,L,10,640.0,9.381625068983269,MODERATE_EXPOSURE
57,160,25,64.0,L,15,960.0,10.185446283468032,MODERATE_EXPOSURE
57,160,25,64.0,L,30,1920.0,11.564599735830061,HIGH_EXPOSURE
57,160,25,64.0,L,50,3200.0,12.583385613744571,HIGH_EXPOSURE
57,160,25,64.0,P,0.5,32.0,3.7340395492568184,LOW_EXPOSURE
57,160,25,64.0,P,1,64.0,4.938516276667844,LOW_EXPOSURE
57,160,25,64.0,P,3,192.0,7.002244959053881,LOW_EXPOSURE
57,160,25,64.0,P,5,320.0,7.99581574360026,LOW_EXPOSURE
57,160,25,64.0,P,8,512.0,8.919807911956621,MODERATE_EXPOSURE
57,160,25,64.0,P,10,640.0,9.360720653089572,MODERATE_EXPOSURE
57,160,25,64.0,P,15,960.0,10.164456676964946,MODERATE_EXPOSURE
57,160,25,64.0,P,30,1920.0,11.54352411155187,HIGH_EXPOSURE
57,160,25,64.0,P,50,3200.0,12.562275347840242,HIGH_EXPOSURE
57,160,28,71.7,L,0.5,35.8,3.7787953575857696,LOW_EXPOSURE
57,160,28,71.7,L,1,71.7,4.986997890016807,LOW_EXPOSURE
57,160,28,71.7,L,3,215.0,7.053689874447369,LOW_EXPOSURE
57,160,28,71.7,L,5,358.4,8.047910961778115,LOW_EXPOSURE
57,160,28,71.7,L,8,573.4,8.97227843408054,MODERATE_EXPOSURE
57,160,28,71.7,L,10,716.8,9.413317849679107,MODERATE_EXPOSURE
57,160,28,71.7,L,15,1075.2,10.217224020370065,MODERATE_EXPOSURE
57,160,28,71.7,L,30,2150.4,11.596463046843184,HIGH_EXPOSURE
57,160,28,71.7,L,50,3584.0,12.615283329306063,HIGH_EXPOSURE
57,160,28,71.7,P,0.5,35.8,3.761727729134794,LOW_EXPOSURE
57,160,28,71.7,P,1,71.7,4.96824584916708,LOW_EXPOSURE
57,160,28,71.7,P,3,215.0,7.033570255133601,LOW_EXPOSURE
57,160,28,71.7,P,5,358.4,8.02748808706738,LOW_EXPOSURE
57,160,28,71.7,P,8,573.4,8.951680046238877,MODERATE_EXPOSURE
57,160,28,71.7,P,10,716.8,9.392660140317005,MODERATE_EXPOSURE
57,160,28,71.7,P,15,1075.2,10.196486567109163,MODERATE_EXPOSURE
57,160,28,71.7,P,30,2150.4,11.575645098026307,HIGH_EXPOSURE
57,160,28,71.7,P,50,3584.0,12.594432969201318,HIGH_EXPOSURE
57,160,30,76.8,L,0.5,38.4,3.795121852617515,LOW_EXPOSURE
57,160,30,76.8,L,1,76.8,5.0044638099922265,LOW_EXPOSURE
57,160,30,76.8,L,3,230.4,7.072039439170551,LOW_EXPOSURE
57,160,30,76.8,L,5,384.0,8.066451883716269,LOW_EXPOSURE
57,160,30,76.8,L,8,614.4,8.990929384138322,MODERATE_EXPOSURE
57,160,30,76.8,L,10,768.0,9.432005870065659,MODERATE_EXPOSURE
